"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"17/05/2021","1,866.13","1,843.84","1,868.80","1,841.24","","1.30%"
"14/05/2021","1,842.19","1,826.49","1,845.55","1,819.79","","0.86%"
"13/05/2021","1,826.57","1,815.90","1,828.81","1,808.78","","0.61%"
"12/05/2021","1,815.44","1,837.40","1,843.69","1,813.00","","-1.17%"
"11/05/2021","1,836.94","1,834.58","1,842.32","1,817.68","","0.08%"
"10/05/2021","1,835.44","1,833.24","1,845.53","1,830.09","","0.27%"
"07/05/2021","1,830.48","1,815.48","1,843.45","1,812.90","","0.84%"
"06/05/2021","1,815.18","1,787.09","1,818.21","1,781.67","","1.61%"
"05/05/2021","1,786.44","1,778.91","1,788.35","1,769.95","","0.45%"
"04/05/2021","1,778.48","1,792.29","1,799.38","1,770.84","","-0.77%"
"03/05/2021","1,792.36","1,768.49","1,798.22","1,765.91","","1.34%"
"30/04/2021","1,768.59","1,772.90","1,773.98","1,763.73","","-0.15%"
"29/04/2021","1,771.24","1,780.90","1,790.43","1,756.19","","-0.57%"
"28/04/2021","1,781.32","1,776.80","1,782.85","1,762.56","","0.26%"
"27/04/2021","1,776.69","1,780.42","1,785.90","1,773.52","","-0.20%"
"26/04/2021","1,780.19","1,776.34","1,783.69","1,768.70","","0.17%"
"23/04/2021","1,777.18","1,784.33","1,796.06","1,770.05","","-0.38%"
"22/04/2021","1,783.94","1,794.15","1,798.29","1,776.83","","-0.53%"
"21/04/2021","1,793.46","1,778.64","1,797.98","1,775.95","","0.91%"
"20/04/2021","1,777.25","1,770.30","1,780.77","1,763.18","","0.45%"
"19/04/2021","1,769.31","1,779.50","1,790.54","1,765.98","","-0.39%"
"16/04/2021","1,776.31","1,763.84","1,784.07","1,759.79","","0.74%"
"15/04/2021","1,763.21","1,737.10","1,769.91","1,734.10","","1.57%"
"14/04/2021","1,736.00","1,744.30","1,749.58","1,732.13","","-0.45%"
"13/04/2021","1,743.83","1,732.59","1,749.23","1,723.27","","0.65%"
"12/04/2021","1,732.51","1,743.80","1,745.36","1,727.18","","-0.61%"
"09/04/2021","1,743.10","1,756.54","1,757.47","1,731.09","","-0.73%"
"08/04/2021","1,755.94","1,737.84","1,759.13","1,732.99","","1.07%"
"07/04/2021","1,737.28","1,742.96","1,744.57","1,730.13","","-0.36%"
"06/04/2021","1,743.57","1,728.49","1,745.68","1,726.82","","0.88%"
"05/04/2021","1,728.44","1,728.74","1,733.75","1,721.22","","-0.02%"
"02/04/2021","1,728.84","1,730.47","1,732.55","1,728.67","","-0.08%"
"01/04/2021","1,730.18","1,708.09","1,730.80","1,705.42","","1.36%"
"31/03/2021","1,707.01","1,685.59","1,715.28","1,677.93","","1.32%"
"30/03/2021","1,684.80","1,712.55","1,714.74","1,678.85","","-1.59%"
"29/03/2021","1,711.99","1,732.15","1,733.34","1,705.58","","-1.15%"
"26/03/2021","1,731.97","1,727.30","1,737.01","1,721.23","","0.30%"
"25/03/2021","1,726.82","1,735.65","1,745.95","1,721.84","","-0.42%"
"24/03/2021","1,734.19","1,727.80","1,738.56","1,723.85","","0.41%"
"23/03/2021","1,727.11","1,739.05","1,742.85","1,724.42","","-0.67%"
"22/03/2021","1,738.69","1,745.74","1,747.18","1,727.40","","-0.35%"
"19/03/2021","1,744.74","1,735.90","1,746.88","1,728.04","","0.48%"
"18/03/2021","1,736.41","1,745.09","1,755.59","1,719.05","","-0.46%"
"17/03/2021","1,744.44","1,730.61","1,751.81","1,724.14","","0.78%"
"16/03/2021","1,730.94","1,730.57","1,741.40","1,725.80","","-0.05%"
"15/03/2021","1,731.84","1,727.74","1,734.99","1,721.31","","0.31%"
"12/03/2021","1,726.41","1,721.59","1,728.42","1,698.85","","0.29%"
"11/03/2021","1,721.41","1,726.55","1,739.99","1,719.38","","-0.27%"
"10/03/2021","1,726.05","1,715.94","1,726.76","1,707.99","","0.62%"
"09/03/2021","1,715.36","1,682.55","1,720.83","1,679.80","","2.03%"
"08/03/2021","1,681.24","1,702.80","1,714.45","1,676.70","","-1.15%"
"05/03/2021","1,700.86","1,698.59","1,707.76","1,687.12","","0.22%"
"04/03/2021","1,697.19","1,711.84","1,723.34","1,690.64","","-0.80%"
"03/03/2021","1,710.95","1,738.59","1,740.85","1,701.94","","-1.56%"
"02/03/2021","1,738.09","1,724.10","1,738.89","1,707.18","","0.83%"
"01/03/2021","1,723.84","1,733.40","1,760.02","1,719.52","","-0.56%"
"26/02/2021","1,733.49","1,770.49","1,776.10","1,717.26","","-2.06%"
"25/02/2021","1,769.88","1,804.80","1,806.06","1,765.44","","-1.91%"
"24/02/2021","1,804.36","1,805.34","1,813.99","1,783.30","","-0.04%"
"23/02/2021","1,805.06","1,809.09","1,816.27","1,795.78","","-0.20%"
"22/02/2021","1,808.66","1,782.24","1,812.76","1,780.46","","1.48%"
"19/02/2021","1,782.31","1,776.19","1,791.70","1,760.13","","0.38%"
"18/02/2021","1,775.49","1,776.69","1,789.88","1,767.98","","-0.04%"
"17/02/2021","1,776.26","1,794.65","1,795.45","1,769.27","","-1.01%"
"16/02/2021","1,794.31","1,819.34","1,826.75","1,789.19","","-1.33%"
"15/02/2021","1,818.51","1,825.34","1,827.59","1,815.71","","-0.27%"
"12/02/2021","1,823.46","1,825.90","1,830.80","1,810.33","","-0.10%"
"11/02/2021","1,825.36","1,842.65","1,847.95","1,820.63","","-0.91%"
"10/02/2021","1,842.22","1,837.55","1,855.70","1,833.91","","0.28%"
"09/02/2021","1,837.06","1,830.59","1,849.15","1,828.63","","0.38%"
"08/02/2021","1,830.16","1,815.44","1,839.15","1,807.48","","1.02%"
"05/02/2021","1,811.62","1,792.49","1,815.32","1,791.80","","1.08%"
"04/02/2021","1,792.26","1,834.34","1,835.13","1,785.15","","-2.26%"
"03/02/2021","1,833.76","1,837.49","1,845.29","1,829.49","","-0.20%"
"02/02/2021","1,837.35","1,860.84","1,864.26","1,829.46","","-1.23%"
"01/02/2021","1,860.16","1,863.05","1,871.84","1,849.04","","0.76%"
"29/01/2021","1,846.09","1,840.90","1,876.03","1,839.56","","0.31%"
"28/01/2021","1,840.36","1,844.34","1,864.26","1,833.81","","-0.20%"
"27/01/2021","1,843.99","1,850.65","1,853.58","1,831.29","","-0.34%"
"26/01/2021","1,850.31","1,855.55","1,861.86","1,848.36","","-0.25%"
"25/01/2021","1,854.99","1,855.75","1,868.45","1,847.30","","0.13%"
"22/01/2021","1,852.55","1,870.09","1,871.17","1,837.09","","-0.93%"
"21/01/2021","1,869.91","1,871.07","1,875.45","1,858.16","","-0.05%"
"20/01/2021","1,870.91","1,840.05","1,872.03","1,832.46","","1.72%"
"19/01/2021","1,839.34","1,838.09","1,845.98","1,833.06","","0.13%"
"18/01/2021","1,836.89","1,828.94","1,840.95","1,810.46","","0.56%"
"15/01/2021","1,826.59","1,846.80","1,856.85","1,823.21","","-1.07%"
"14/01/2021","1,846.37","1,843.94","1,857.59","1,833.21","","0.16%"
"13/01/2021","1,843.41","1,856.19","1,863.26","1,843.34","","-0.66%"
"12/01/2021","1,855.63","1,845.34","1,864.08","1,837.41","","0.59%"
"11/01/2021","1,844.66","1,849.34","1,857.05","1,817.14","","-0.19%"
"08/01/2021","1,848.26","1,912.90","1,917.85","1,828.74","","-3.36%"
"07/01/2021","1,912.50","1,919.40","1,927.97","1,906.86","","-0.33%"
"06/01/2021","1,918.81","1,950.30","1,959.60","1,901.11","","-1.57%"
"05/01/2021","1,949.35","1,942.65","1,953.17","1,934.08","","0.36%"
"04/01/2021","1,942.28","1,906.05","1,944.65","1,905.36","","2.33%"
"01/01/2021","1,898.10","1,897.69","1,899.12","1,897.39","","0.09%"
"31/12/2020","1,896.49","1,893.55","1,901.26","1,884.77","","0.16%"
"30/12/2020","1,893.37","1,878.34","1,894.06","1,875.66","","0.82%"
"29/12/2020","1,877.99","1,872.24","1,886.91","1,870.99","","0.36%"
"28/12/2020","1,871.19","1,885.93","1,900.53","1,869.21","","-0.25%"
"25/12/2020","1,875.82","1,877.07","1,877.07","1,877.07","","-0.04%"
"24/12/2020","1,876.56","1,872.74","1,882.55","1,869.52","","0.24%"
"23/12/2020","1,872.08","1,859.99","1,878.59","1,858.59","","0.67%"
"22/12/2020","1,859.56","1,876.65","1,884.61","1,858.73","","-0.89%"
"21/12/2020","1,876.21","1,883.20","1,906.93","1,856.69","","-0.24%"
"18/12/2020","1,880.66","1,885.80","1,889.88","1,876.97","","-0.28%"
"17/12/2020","1,885.87","1,864.26","1,896.26","1,861.83","","1.17%"
"16/12/2020","1,864.15","1,853.94","1,866.20","1,844.75","","0.58%"
"15/12/2020","1,853.46","1,827.80","1,855.76","1,825.29","","1.44%"
"14/12/2020","1,827.17","1,839.30","1,839.86","1,819.92","","-0.64%"
"11/12/2020","1,839.03","1,835.55","1,847.89","1,824.23","","0.20%"
"10/12/2020","1,835.31","1,839.59","1,850.40","1,828.48","","-0.21%"
"09/12/2020","1,839.11","1,871.19","1,871.37","1,825.71","","-1.72%"
"08/12/2020","1,871.36","1,863.55","1,875.79","1,859.83","","0.41%"
"07/12/2020","1,863.69","1,837.99","1,868.76","1,822.99","","1.42%"
"04/12/2020","1,837.61","1,841.05","1,848.26","1,829.30","","-0.15%"
"03/12/2020","1,840.36","1,831.34","1,844.45","1,823.60","","0.51%"
"02/12/2020","1,831.01","1,815.19","1,832.65","1,806.99","","0.89%"
"01/12/2020","1,814.87","1,777.40","1,817.55","1,775.52","","2.13%"
"30/11/2020","1,777.02","1,789.05","1,789.99","1,764.69","","-0.62%"
"27/11/2020","1,788.13","1,811.09","1,813.81","1,773.93","","-1.24%"
"26/11/2020","1,810.57","1,805.74","1,818.78","1,805.31","","0.29%"
"25/11/2020","1,805.30","1,807.69","1,817.98","1,801.33","","-0.12%"
"24/11/2020","1,807.51","1,836.65","1,839.26","1,800.69","","-1.54%"
"23/11/2020","1,835.85","1,869.84","1,876.72","1,830.85","","-1.85%"
"20/11/2020","1,870.49","1,867.59","1,879.98","1,860.66","","0.17%"
"19/11/2020","1,867.37","1,871.44","1,874.34","1,852.48","","-0.22%"
"18/11/2020","1,871.41","1,878.60","1,884.92","1,863.94","","-0.38%"
"17/11/2020","1,878.60","1,889.15","1,893.90","1,877.69","","-0.52%"
"16/11/2020","1,888.52","1,888.74","1,899.35","1,864.74","","0.03%"
"13/11/2020","1,888.04","1,876.44","1,897.16","1,873.76","","0.65%"
"12/11/2020","1,875.76","1,865.30","1,883.88","1,862.46","","0.59%"
"11/11/2020","1,864.71","1,877.34","1,884.93","1,856.05","","-0.63%"
"10/11/2020","1,876.50","1,862.15","1,890.60","1,860.30","","0.79%"
"09/11/2020","1,861.86","1,954.65","1,965.92","1,850.36","","-4.59%"
"06/11/2020","1,951.51","1,949.24","1,960.77","1,935.40","","0.15%"
"05/11/2020","1,948.56","1,903.65","1,952.95","1,902.43","","2.38%"
"04/11/2020","1,903.21","1,908.59","1,916.68","1,883.15","","-0.27%"
"03/11/2020","1,908.36","1,895.80","1,910.71","1,886.81","","0.70%"
"02/11/2020","1,895.10","1,878.59","1,896.12","1,873.21","","0.91%"
"30/10/2020","1,877.95","1,868.24","1,889.85","1,864.64","","0.58%"
"29/10/2020","1,867.13","1,876.94","1,885.42","1,859.67","","-0.53%"
"28/10/2020","1,877.06","1,908.05","1,911.03","1,869.59","","-1.56%"
"27/10/2020","1,906.83","1,902.19","1,911.34","1,897.47","","0.27%"
"26/10/2020","1,901.69","1,902.34","1,908.55","1,890.90","","0.05%"
"23/10/2020","1,900.79","1,904.24","1,914.30","1,894.54","","-0.17%"
"22/10/2020","1,904.04","1,924.34","1,926.00","1,894.80","","-1.06%"
"21/10/2020","1,924.49","1,908.65","1,931.41","1,907.94","","0.95%"
"20/10/2020","1,906.39","1,904.24","1,914.20","1,894.74","","0.11%"
"19/10/2020","1,904.27","1,899.94","1,918.59","1,897.09","","0.28%"
"16/10/2020","1,898.97","1,907.95","1,914.06","1,897.59","","-0.46%"
"15/10/2020","1,907.82","1,900.31","1,909.22","1,889.46","","0.36%"
"14/10/2020","1,900.89","1,891.90","1,913.03","1,882.44","","0.53%"
"13/10/2020","1,890.82","1,922.42","1,925.73","1,886.59","","-1.62%"
"12/10/2020","1,921.95","1,930.50","1,933.45","1,918.19","","-0.39%"
"09/10/2020","1,929.43","1,894.19","1,930.83","1,893.32","","1.92%"
"08/10/2020","1,893.09","1,887.40","1,900.73","1,881.86","","0.31%"
"07/10/2020","1,887.22","1,878.84","1,898.31","1,873.05","","0.54%"
"06/10/2020","1,877.13","1,913.28","1,921.10","1,874.57","","-1.87%"
"05/10/2020","1,912.90","1,902.24","1,918.74","1,886.81","","0.75%"
"02/10/2020","1,898.70","1,905.65","1,917.28","1,889.57","","-0.33%"
"01/10/2020","1,905.05","1,885.80","1,912.09","1,884.48","","1.04%"
"30/09/2020","1,885.44","1,897.81","1,902.39","1,881.31","","-0.65%"
"29/09/2020","1,897.69","1,881.40","1,899.24","1,875.56","","0.90%"
"28/09/2020","1,880.85","1,859.00","1,883.39","1,849.19","","1.12%"
"25/09/2020","1,860.05","1,868.61","1,875.28","1,852.59","","-0.43%"
"24/09/2020","1,868.04","1,863.42","1,877.30","1,848.45","","0.24%"
"23/09/2020","1,863.55","1,900.20","1,905.56","1,855.77","","-1.88%"
"22/09/2020","1,899.28","1,912.80","1,919.99","1,894.93","","-0.69%"
"21/09/2020","1,912.57","1,949.55","1,955.75","1,883.21","","-1.90%"
"18/09/2020","1,949.69","1,943.87","1,960.20","1,941.79","","0.37%"
"17/09/2020","1,942.60","1,959.99","1,963.48","1,932.99","","-0.85%"
"16/09/2020","1,959.32","1,956.19","1,973.63","1,949.89","","0.19%"
