Date,Price
12/03/2017,"14,660.0"
11/26/2017,"10,881.0"
11/19/2017,"8,766.2"
11/12/2017,"7,773.3"
11/05/2017,"6,300.7"
10/29/2017,"7,369.0"
10/22/2017,"5,720.6"
10/15/2017,"6,005.1"
10/08/2017,"5,835.0"
10/01/2017,"4,436.0"
09/24/2017,"4,367.0"
09/17/2017,"3,779.6"
09/10/2017,"3,685.4"
09/03/2017,"4,317.9"
08/27/2017,"4,534.4"
08/20/2017,"4,341.7"
08/13/2017,"4,145.1"
08/06/2017,"3,865.5"
07/30/2017,"3,256.4"
07/23/2017,"2,714.1"
07/16/2017,"2,845.7"
07/09/2017,"1,978.6"
07/02/2017,"2,542.0"
06/25/2017,"2,349.5"
06/18/2017,"2,502.6"
06/11/2017,"2,610.0"
06/04/2017,"2,806.0"
05/28/2017,"2,461.0"
05/21/2017,"1,972.3"
05/14/2017,"2,059.7"
05/07/2017,"1,820.4"
04/30/2017,"1,597.1"
04/23/2017,"1,423.6"
04/16/2017,"1,347.5"
04/09/2017,"1,193.3"
04/02/2017,"1,188.1"
03/26/2017,"1,093.2"
03/19/2017,"0,972.2"
03/12/2017,"0,971.0"
03/05/2017,"1,172.8"
02/26/2017,"1,267.8"
02/19/2017,"1,153.0"
02/12/2017,"1,059.8"
02/05/2017,"1,000.3"
01/29/2017,"1,031.1"
01/22/2017,"0,919.4"
01/15/2017,"0,924.0"
01/08/2017,"0,815.3"
01/01/2017,"0,908.8"
